BEDRIJFSNAAM;VESTIGINGSPLAATS;VERSTREKT VOORSCHOT
SPORTCAFE DE HAMBAKEN V.O.F.;S-HERTOGENBOSCH;1,080
SPORTCAFE DE LIEBERG B.V.;HILVERSUM;705
SPORTCAFE DE VALLEI B.V.;VEENENDAAL;7,377
SPORTCAFE DE VEUR B.V.;ZOETERMEER;6,384
SPORTCAFE 'T BANKIE B.V.;SLIEDRECHT;7,704
SPORTCENTER LIERDAL B.V.;MOLENHOEK LB;9,729
SPORTCENTER VENLO B.V.;BAARLO LB;6,435
SPORTCENTRE REFLEX 'S-HERTOGENBOSCH B.V.;S-HERTOGENBOSCH;5,205
"SPORTCENTRUM ""DE BAALDERSLAG"" V.O.F.";HARDENBERG;3,189
SPORTCENTRUM BLOEMKETERP B.V.;FRANEKER;16,485
SPORTCENTRUM DE CLUB B.V.;ASSENDELFT;25,437
SPORTCENTRUM DE MEERN B.V.;DE MEERN;4,830
SPORTCENTRUM DE WEYVER B.V.;HOOGWOUD;5,718
SPORTCENTRUM DELTA B.V.;TERNEUZEN;16,587
SPORTCENTRUM DUINZIGT B.V.;S-GRAVENHAGE;2,574
SPORTCENTRUM ENSCHEDE B.V.;ENSCHEDE;5,094
SPORTCENTRUM FASTFIT B.V.;LICHTENVOORDE;5,151
SPORTCENTRUM HEEMSKERK B.V.;HEEMSKERK;4,332
SPORTCENTRUM HELDEN B.V.;PANNINGEN;7,989
SPORTCENTRUM IEDEMA B.V.;HARDERWIJK;11,109
SPORTCENTRUM LEEK B.V.;LEEK;29,385
SPORTCENTRUM NIEUW VENNEP B.V.;NIEUW-VENNEP;6,114
SPORTCENTRUM SONNENBERCH B.V.;IJSSELMUIDEN;15,360
SPORTCENTRUM VAN UNEN B.V.;BRIELLE;9,498
SPORTCENTRUM VELSERBROEK B.V.;VELSERBROEK;11,961
SPORTCITY WETERINGSDWARSSTRAAT B.V.;AMSTERDAM;11,397
SPORTCITY 22 B.V.;AMSTERDAM;11,808
SPORTCITY 23 B.V.;TILBURG;15,060
SPORTCITY BABYLON B.V.;LEIDERDORP;15,129
SPORTCITY EINDHOVEN B.V.;LEIDERDORP;14,007
SPORTCITY HAARLEM B.V.;HAARLEM;9,864
SPORTCITY LEIDEN VLIETLIJN B.V.;LEIDEN;20,238
SPORTCLUB ANGELSLO;EMMEN;804
SPORTCLUB EXCELSIOR;ROTTERDAM;6,888
SPORTCLUB HERCULES ZAANDAM;ZAANDAM;1,545
SPORTCOMPLEX DE EENHOORN B.V.;IJZENDIJKE;2,547
SPORTCOMPLEX DE HEIBERG B.V.;VELDHOVEN;17,172
SPORTCONSULT NEDERLAND B.V.;GEERTRUIDENBERG;13,866
SPORTEMOTION B.V.;BARENDRECHT;6,393
SPORTEX NEDERLAND B.V.;LATHUM;8,286
SPORTFONDSEN BORSELE B.V.;HEINKENSZAND;15,111
SPORTFONDSEN NIEUW LEKKERLAND B.V.;NIEUW-LEKKERLAND;4,500
SPORTFONDSEN PIJNACKER-NOOTDORP B.V.;PIJNACKER;16,395
SPORTHOTEL-CONFERENTIECENTRUM ZONNE B.V.;NOORDWIJK ZH;36,453
SPORTHUIS A.J. DEN HAAG B.V.;S-GRAVENHAGE;2,097
SPORTHUIS VEENDAM B.V.;VEENDAM;5,961
SPORTHUIS.NL B.V.;OUDEWATER;5,958
SPORTIMO RETAIL B.V.;ZWARTSLUIS;11,022
SPORTING CLUB DE UITWEG B.V.;ROTTERDAM;5,733
SPORTING DE GORS B.V.;PURMEREND;15,141
SPORTING DE RIJP V.O.F.;DE RIJP;1,101
SPORTINGCLUB FREEFITNESS SPIJKENISSE B.V.;SPIJKENISSE;9,426
SPORT-INN GOOR V.O.F;GOOR;1,200
SPORTINSTITUUT DE GEUS B.V.;BROEK OP LANGEDIJK;50,961
SPORTINSTITUUT OOMS NOORD B.V.;TILBURG;9,651
SPORTINSTITUUT OOMS REESHOF B.V.;TILBURG;16,566
SPORTIVO HEALTHCENTER OUDENBOSCH B.V.;OUDENBOSCH;4,893
SPORTLAND GOUDA B.V.;GOUDA;27,165
SPORTNED COACHING B.V.;REEUWIJK;22,860
SPORTPARK DE DENNEN B.V.;NIJMEGEN;4,632
SPORTPIAZZA BERKEL-ENSCHOT B.V.;BERKEL-ENSCHOT;9,897
SPORTPIAZZA MALDEN B.V.;TILBURG;22,917
SPORTPLAN UITGEEST B.V.;UITGEEST;4,191
SPORTPLAZA TER APEL VOF;TER APEL;2,004
"SPORTS & BUSINESSCAMPUS ""DE VECHTSEBANEN"" EXPLOITATIE B.V.";AMSTERDAM;27,210
"SPORTS & BUSINESSCAMPUS ""DE VECHTSEBANEN"" HORECA B.V.";AMSTERDAM;40,287
SPORTS NETWORK EUROPE B.V.;BAARN;75,714
SPORTS UNLIMITED V.O.F.;ALKMAAR;4,959
SPORTS UP EINDHOVEN B.V.;EINDHOVEN;3,531
SPORTS UP VELDHOVEN B.V.;VELDHOVEN;5,994
SPORTS WORLD THE NETHERLANDS B.V.;BERGEN OP ZOOM;43,083
SPORTSBAR NEDERLAND B.V.;TER AAR;5,637
SPORTSCENTER BIJSTERBOSCH B.V.;HEERDE;28,404
SPORTSCHOOL IJSSELMONDE B.V.;ROTTERDAM;3,939
SPORTSCHOOL PIERRRE ZENDEN B.V.;MAASTRICHT;8,793
SPORTSCHOOL VAN DER GEEST HAARLEM B.V.;SANTPOORT-ZUID;102,669
SPORTSCLUB DRACHTEN V.O.F.;DRACHTEN;17,982
SPORTSFANATIC B.V.;AMSTERDAM;8,208
SPORTSHOP DO IT V.O.F.;MAASTRICHT;2,862
SPORTSHOP DOMBURG V.O.F.;DOMBURG;20,694
SPORTSHOP LAARBEEK V.O.F.;BEEK EN DONK;2,205
SPORTSHOP PETERJAN V.O.F.;AMSTERDAM;405
SPORTSHOP RICHARD KREGTING;NIJMEGEN;5,361
SPORTSTICHTING ZUIDPLAS;NIEUWERKERK AD IJSSEL;33,471
SPORTSTORE NEDERLAND B.V.;ROOSENDAAL;14,823
SPORTSTUDIO DERKS B.V.;WIJCHEN;36,288
SPORTSTUDIO WORKOUT B.V.;BLEISWIJK;3,540
SPORTSVIEW B.V.;S-HERTOGENBOSCH;6,942
SPORTSWISE KRALINGEN B.V.;ROTTERDAM;31,383
SPORTUNITY B.V.;APELDOORN;50,808
"SPORTVERENIGING ""GEEL ZWART 1930""";T ZAND NH;438
"SPORTVERENIGING ""VAN ONDERAF BEGONNEN""";GOIRLE;1,896
"SPORTVERENIGING ""DE KOOG""";DE KOOG;480
"SPORTVERENIGING ""DIE HAGHE""";S-GRAVENHAGE;6,135
"SPORTVERENIGING ""DIE HAGHE""";S-GRAVENHAGE;771
"SPORTVERENIGING ""KAMPONG""";UTRECHT;4,167
"SPORTVERENIGING ""MARKEN""";MARKEN;1,455
SPORTVERENIGING HAGENDOORN ROTTERDAM- ZUID;ROTTERDAM;2,007
SPORTVERENIGING KAMPONG HOCKEY;UTRECHT;60,906
SPORTVERENIGING LANGBROEK;LANGBROEK;1,425
SPORTVERENIGING MARIENHEEM;MARIENHEEM;507
SPORTVERENIGING MILSBEEK;MILSBEEK;3,108
SPORTVERENIGING SPAKENBURG;BUNSCHOTEN-SPAKENBURG;3,447
SPORTVERENIGING SPRUNDEL;SPRUNDEL;1,188
SPORTVERENIGING UNITAS '59;EINDHOVEN;3,555
SPORTVERENIGING VICTORIA;ROTTERDAM;39,579
SPORTVERENIGING VITESSE'08;GENNEP;546
SPORTVERENIGING VOSTA;ENSCHEDE;1,473
SPORTVISION B.V.;GELEEN;18,192
SPORTWAYS AMSTERDAM B.V.;AMSTERDAM;42,570
SPORTWIJZER B.V.;EIBERGEN;29,805
SPOT & SPEAKER B.V.;UTRECHT;28,140
SPOTZER DIGITAL B.V.;AMSTERDAM;282,912
SPRAKEL;ENSCHEDE;5,100
SPRANG;HEEZE;1,977
SPREIPARTNERS B.V.;DORDRECHT;1,218
SPRINGER & LIPPES DRUKKERS B.V.;VELSEN-NOORD;12,435
SPRINGHAVER THEATER B.V.;UTRECHT;8,562
SPRINGHAVER THEATER CAFE B.V.;UTRECHT;29,469
SPRINKLERSERVICES EUROPOORT B.V.;VIERPOLDERS;107,934
SPRINT INTERMEDIAIR B.V.;EINDHOVEN;8,931
SPRINX NEDERLAND B.V.;ROTTERDAM;63,480
SPRONKEN & CO. ADVOCATEN B.V.;S-HERTOGENBOSCH;7,197
SPROOKJESBOS EXPLOITATIE B.V.;VALKENBURG LB;20,444
SPROOKJESWONDERLAND ENKHUIZEN B.V.;ENKHUIZEN;37,293
SPROOKJESWONDERLAND ENKHUIZEN B.V.;ENKHUIZEN;197,739
SPRUIT;S-GRAVENHAGE;3,624
SPRUIT B.V.;BARENDRECHT;23,304
SPRUITKOOLBEDRIJF DOFF B.V.;UITHUIZEN;16,677
SPRYG B.V.;DELFT;29,628
SPUIHUIS CATERING B.V.;HALSTEREN;5,346
SPUITERIJ VERBRUGGEN B.V.;BOEKEL;1,977
SQOUT B.V.;ROTTERDAM;4,143
SQPEOPLE B.V.;HAARLEM;28,140
SQUAB AUTOMOTIVE B.V.;ALMERE;20,931
SQUARELL B.V.;NOORDWIJKERHOUT;49,155
SQUASH & BILJART RIDDERKERK B.V.;RIDDERKERK;10,983
SQUASH CENTER PURMEREND B.V.;PURMEREND;8,595
SQUASH CITY B.V.;AMSTERDAM;31,182
SQUASH UTRECHT B.V.;HILLEGOM;16,104
SQUASH ZWOLLE B.V.;ZWOLLE;11,415
SQUASH-072 B.V.;ALKMAAR;5,787
SQUEASE LIMITED;EINDHOVEN;6,891
SQUEEZY NEDERLAND B.V.;ZWAAG;38,157
S-RAY DIAGNOSTICS B.V.;ROTTERDAM;29,238
SRC REIZEN B.V.;GRONINGEN;142,347
SRINUAN;SOEST;417
SRO LEUSDEN B.V.;AMERSFOORT;48,684
SRO TECHNICS B.V.;BEST;25,704
SRP ZUID B.V.;BEST;218,097
SRPRS.ME B.V.;AMSTERDAM;16,593
SS DAM B.V.;AMSTERDAM;22,734
SS DAMRAK B.V.;AMSTERDAM;30,069
SS Jansen-LUZA;LOOSDRECHT;1,104
SS NIEUWENDIJK B.V.;AMSTERDAM;33,498
SS van der BORN;LEIDEN;8,244
SSEM BEHEER V.O.F.;DRUTEN;9,984
SSP NEDERLAND B.V.;UTRECHT;646,260
SSR AMSTERDAM B.V.;AMSTERDAM;2,544
ST LEONARDS HORECA B.V.;S-GRAVENHAGE;39,432
ST MARIA B.V.;AMSTERDAM;13,704
ST THOMAS B.V.;AMSTERDAM;17,409
ST. ANNASTRAAT 10 B.V.;BREDA;16,599
ST. EBRAM B.V.;AMSTERDAM;17,712
ST. FLTAOUS B.V.;AMSTERDAM;17,496
ST. KRYAKOS B.V.;AMSTERDAM;5,961
ST. MAXIME B.V.;DEVENTER;39,594
ST. NICOLAAS B.V.;AMSTERDAM;26,628
ST. PAKHOM B.V.;AMSTERDAM;8,478
ST. TREFCENTRUM WITTENVROUWENVELD;MAASTRICHT;4,608
ST.APE B.V.;AMERSFOORT;8,067
ST.APE RETAIL B.V.;AMSTERDAM;5,691
ST.TROPEZ B.V.;DEVENTER;78,777
STAAL;HOUTEN;702
STAAL TECHNOLOGIES B.V.;WAALWIJK;29,298
STAALDAM BEHEER B.V.;DRACHTEN;27,108
STAALSERVICE ZUIDBROEK B.V.;HAREN GN;143,589
STABILO INTERNATIONAL B.V.;EINDHOVEN;331,626
STACH B.V.;IJSSELSTEIN UT;121,167
STACKS B.V.;AMSTERDAM;16,623
STAD & STRAND ACCOMMODATIES B.V.;KOUDEKERKE;3,951
STAD MUNSTER 2018 B.V.;WINTERSWIJK;26,370
STADECO B.V.;ZOETERMEER;39,084
STADHUYS WOLVEGA B.V.;WOLVEGA;32,760
STADION AMSTERDAM C.V.;AMSTERDAM;149,469
STADION FEIJENOORD N.V.;ROTTERDAM;533,529
STADION FEIJENOORD N.V.;ROTTERDAM;19,461
STADIUM GROW LIGHTING B.V.;WADDINXVEEN;45,897
STADMAN;HOOGHALEN;1,149
STADSAPOTHEEK B.V.;VENLO;33,219
STADSARRANGEMENT C.V.;WIJDENES;19,734
STADSBOEKWINKEL AMSTERDAM B.V.;AMSTERDAM;4,437
STADSBROUWERIJ 013 B.V.;TILBURG;200,910
STADSBROUWERIJ DE KOPEREN KAT B.V.;DELFT;5,397
STADSBROUWERIJ DE MAASTRICHTER MALTEZER B.V.;MAASTRICHT;14,460
STADSBROUWERIJ DE PELGRIM B.V.;ROTTERDAM;432
STADSBROUWERIJ EINDHOVEN B.V.;EINDHOVEN;42,678
STADSCAFE B.V.;MUIDEN;1,866
STADSCAFE BLIJDORP B.V.;ROTTERDAM;20,766
STADSCAFE DE OBSERVANT B.V.;AMERSFOORT;25,923
STADSCAFE DE PANNENKOEK B.V.;AMSTELVEEN;15,855
STADSCAFE FLOW B.V.;DEN HELDER;31,728
STADSCAFE JONGE MEESTERS B.V.;OOSTERHOUT NB;3,861
STADSCAFE OSCAR B.V.;EDE GLD;31,788
STADSCAFE VAN KERKWIJK B.V.;AMSTERDAM;8,244
STADSGARDEROBE GRONINGEN B.V.;GRONINGEN;5,676
STADSHAVEN BROUWERIJ B.V.;ROTTERDAM;25,716
STADSHAVEN HORECA B.V.;ROTTERDAM;56,469
STADSHERBERG DE MOL B.V.;DELFT;2,877
STADSHERBERG SNEEK B.V.;SNEEK;8,661
STADSHOTEL DOESBURG B.V.;DOESBURG;53,622
STADS-KOFFYHUIS V.O.F.;DELFT;31,422
STADSLAB GRONINGEN B.V.;GRONINGEN;20,322
STADSPALEIS HOTEL OLDRUITENBORGH B.V.;VOLLENHOVE;15,588
STADSPASPARKEREN B.V.;DEURNE;7,350
STADSPAVILJOEN B.V.;EINDHOVEN;37,059
STADSPOORT PHILIPS FRUITTUIN B.V.;EINDHOVEN;3,702
STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING B.V.;NIJMEGEN;59,415
STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING HORECA B.V.;NIJMEGEN;36,240
STADSSTRAND DE KADE B.V.;ALKMAAR;52,308
STADSVILLA SONSBEEK B.V.;HUISSEN;60,333
STADUUS B.V.;GOES;21,492
STAETSHUYS ANTIQUAIRS B.V.;AMSTERDAM;717
STAFF HOUSE AMSTERDAM B.V.;AMSTERDAM;175,386
STAFFABLE VERLONINGS B.V.;MAASTRICHT;57,675
STAFFABLE ZORG EN WELZIJN B.V.;MAASTRICHT;216,648
STAG B.V.;OISTERWIJK;42,819
STAG HOTELS NETHERLANDS B.V.;SCHIPHOL;135,096
STAG HOTELS NETHERLANDS B.V.;SCHIPHOL;17,682
STAG HOTELS NETHERLANDS B.V.;SCHIPHOL;288,459
STAG HOTELS NETHERLANDS B.V.;SCHIPHOL;56,781
STAGE ACCOMPANY B.V.;RIDDERKERK;5,307
STAGE GATE 11 B.V.;BREUKELEN UT;39,378
STAGE GLOBAL B.V.;AMSTERDAM;24,669
STAGE HORECA B.V.;ZOETERMEER;20,043
STAGE X B.V.;ENSCHEDE;2,949
STAGECO NEDERLAND B.V.;LOCHEM;216,495
STAGELIGHT VERHUUR B.V.;S-HERTOGENBOSCH;258,204
STAGELIGHT VERKOOP B.V.;S-HERTOGENBOSCH;9,135
STAGES EN DRAPES SUPPORT B.V.;WADDINXVEEN;4,848
STAGEWARE SUPPLIES B.V.;DEDEMSVAART;10,797
STAIRWAY TO HEAVEN B.V.;UTRECHT;11,691
STAL BELVEDERE B.V.;HOEVEN;24,873
STAL BUCCI B.V.;BUDEL;12,963
STAL DE LAGEVOORT V.O.F.;LIESSEL;2,850
STAL JOHAN HEINS B.V.;DE SCHIPHORST;16,005
STAL TACKEN V.O.F.;METERIK;2,241
STAL TOPS B.V.;VALKENSWAARD;102,822
STAL VAN DER KNAAP V.O.F.;PUTTEN;1,383
STALS;SANTPOORT-NOORD;5,253
STAM;HILVERSUM;1,545
STAM;HOOFDDORP;6,702
STAM CAMPERS B.V.;DREUMEL;12,528
STAM CAMPERTECHNIEK B.V.;DREUMEL;10,419
STAM TRANSPORT SCHERMERHORN V.O.F.;SCHERMERHORN;28,728
STAM VLEES HOORN B.V.;ZWAAG;62,220
STAMHUIS INNOVATION MANAGEMENT B.V.;UTRECHT;53,556
STAN AARTS ARCHITECTEN B.V.;ROOSENDAAL;6,633
STAN EN OLLIE OOSTERHEEM B.V.;ZOETERMEER;3,550
STAND2GETHER B.V.;BARENDRECHT;67,437
STANDBOUW PRINS DESIGN B.V.;CULEMBORG;44,178
STANDCRAFT B.V.;AMERSFOORT;45,456
STAND'IN TENTOONSTELLINGSBOUW B.V.;HELMOND;78,930
STANDPLAN STANDBOUW & EVENTS B.V.;CHAAM;35,361
STANISLAUS BREWSKOVITCH B.V.;ENSCHEDE;11,955
STANLEY GIBSON LIMITED;HOORN NH;36,729
STANSVORMEN PURMEREND B.V.;PURMEREND;3,948
STAPPER B.V.B.A.;SLUIS;3,729
STAR HOLLYWOOD NAILS B.V.;AMSTERDAM;5,595
STAR HORECA GROOTHANDEL B.V.;LINSCHOTEN;3,549
STAR HOTEL HENGELO B.V.;HENGELO OV;31,092
STAR HOUSEKEEPING TEAM B.V.;AMSTERDAM;39,936
STAR PROJECT B.V.;ZOETERMEER;6,624
STAR REKLAME B.V.;REEUWIJK;8,640
STAR SOCK B.V.;OISTERWIJK;42,831
STARBED B.V.;AMSTERDAM;107,682
STARBERRY B.V.;NIEUWAAL;40,251
STARDOL INTERNATIONAL B.V.;HAZERSWOUDE-DORP;6,075
STARDUST HOTEL MANAGEMENT B.V.;RENESSE;71,970
STARFOIL TECHNOLOGY NETHERLANDS B.V.;WAALWIJK;7,689
STARFORM B.V.;HOOFDDORP;1,002
STARGATE AMUSEMENT CENTERS B.V.;ZOETERMEER;35,787
STARK LEARNING B.V.;GRONINGEN;42,474
STARKOV B.V.;AMERSFOORT;41,334
STARMION B.V.;HEERLEN;6,153
STARS SOUVENIRS B.V.;AMSTERDAM;20,574
STARSKIN B.V.;EINDHOVEN;15,810
STARSKIN GROUP B.V.;EINDHOVEN;25,656
START NU IN&OMPAK B.V.;S-GRAVENHAGE;52,272
STARTMAN EXPLOITATIE B.V.;EIBERGEN;19,221
STARTMAN HOLDING B.V.;EIBERGEN;11,535
STARWORLD V.O.F.;ENSCHEDE;6,675
STATION 1 B.V.;AMSTERDAM;22,686
STATION 10 B.V.;HILVERSUM;58,170
STATION AMSTELVEEN V.O.F.;AMSTELVEEN;11,127
STATIONSFOODSTORE B.V.;UTRECHT;851,664
STAUT B.V.;AMSTERDAM;11,631
STAVOOR DASMO MEDEZEGGENSCHAP B.V.;BAKKEVEEN;15,054
STAVOOR INBURGERING B.V.;BAKKEVEEN;21,216
STAVOOR PENSIOEN IN ZICHT B.V.;BAKKEVEEN;10,524
STAXI B.V.;AMSTERDAM;6,894
STAXI VERVOER B.V.;AMSTERDAM;9,420
STAYCI SERVICED APARTMENTS B.V.;S-GRAVENHAGE;11,037
STC B.V.;ROTTERDAM;345,837
STC-GROUP HOLDING B.V.;ROTTERDAM;67,497
STEAK & BIER B.V.;ROTTERDAM;17,496
"STEAKHOUSE ""PIET DE LEEUW"" B.V.";AMSTERDAM;23,949
STEAKHOUSE & SEAFOOD BAR ELLE B.V.;S-GRAVENHAGE;29,799
STEAKHOUSE CARNAL B.V.;MAASTRICHT;8,187
STEAKHOUSE EL GAUCHO V.O.F.;ENSCHEDE;10,122
STEAKHOUSE ERM B.V.;ERM;12,660
STEAKHOUSE GOODFELLA'S VOF;EMMEN;17,685
STEAKHOUSE LUTSCHER ALM B.V.;ENSCHEDE;20,613
STEAKHOUSE VIVALDI B.V.;WINTERSWIJK MISTE;15,513
STECK CAFE B.V.;DELFT;25,104
STEDEMAEGHT SAILING CHARTERS B.V.;ERMELO;5,301
STEDENDRIEHOEKWONEN B.V.;DEVENTER;11,796
STEEDS ADVIES B.V.;DELFT;21,702
STEEGENGA MODE B.V.;BALK;18,957
STEEGMAN ELEKTROTECHNIEK B.V.;S-GRAVENHAGE;141,729
STEEHOUWER;OUDDORP ZH;2,883
STEEL TOWER EUROPE B.V.;HAREN GN;69,321
STEENBERGEN;GEFFEN;3,783
STEENBERGEN;HULST;7,161
STEENBERGEN;ANNEN;26,355
STEENBERGEN;ZEVENAAR;10,935
STEENBERGEN AAN ZEE B.V.;STEENBERGEN NB;42,624
STEENBOK HORECA B.V.;S-GRAVENHAGE;4,848
STEENCENTRALE ROXANE B.V.;BOVEN-LEEUWEN;4,149
STEENOVEN CATERING B.V.;HELMOND;15,678
STEENSTRAAT B.V.;DE BILT;13,572
STEENVOORDEN;LEIDSCHENDAM;3,180
STEENVOORDEN;BROEK OP LANGEDIJK;606
STEERS;VELDHOVEN;198
STEFANUS B.V.;AMSTERDAM;14,988
STEFFEN;ARNHEM;1,287
STEFFENS;MAASTRICHT;7,839
STEGERS ONDERMODE B.V.;ROTTERDAM;23,229
STEIJAERT;OOSTBURG;13,902
STEIJN;DEURNE;3,426
STEIJN FOKKERIJEN B.V.;DEURNE;2,088
STEIJN HOGENELST OOSTERHOUT B.V.;OOSTERHOUT NB;12,078
STEIJN LUPINENWEG B.V.;DEURNE;3,462
STEINER;NIJMEGEN;10,785
STEINFORT;ZOETERMEER;6,000
STEK PANCAKES B.V.;GRONINGEN;13,347
STEKBEDRIJF BERGS B.V.;HEYTHUYSEN;40,092
STEKELENBURG;DRUTEN;3,066
STEKELENBURG;UTRECHT;2,982
STEKELINCK MODE B.V.;SLUIS;4,014
STELL SIGN-PROJECTS B.V.;WINTERSWIJK;28,452
STELLA TEXEL B.V.;DEN BURG;7,908
STELLA ZUID B.V.;MAASTRICHT;31,365
STELT;NIEUWENDIJK NB;4,509
STEMIDA ERMELO B.V.;ERMELO;2,685
STEMIDA HARDERWIJK B.V.;HARDERWIJK;2,565
STENEKER;BAARN;2,133
STENSEN;BILTHOVEN;42,003
STEP B.V.;DELFGAUW;33,798
STEPA AFWERKING B.V.;ASSENDELFT;33,996
STEPFIVE COMMUNICATIE EN DESIGN B.V.;EDE GLD;4,869
STEPHAN;MEPPEL;19,923
STEPPING STONE PRODUCTIES B.V.;AMSTERDAM;16,218
STER AMUSEMENTSAPPARATUUR B.V.;OMMEN;16,704
STERK;BEESD;7,947
STERK;ZWIJNDRECHT;8,280
STERK B.V.;DRACHTEN;185,235
STERK IN LED B.V.;CULEMBORG;8,718
STERK LETSELSCHADE B.V.;AMSTERDAM;3,780
STERK METAAL B.V.;DRACHTEN;17,328
STERK UITZENDORGANISATIE B.V.;ZEIJERVELD;11,736
STERK UITZENDORGANISATIE B.V.;ZEIJERVELD;16,281
STERK WATERWERKEN B.V.;DRACHTEN;5,451
STERK WERK COMMUNICATIE B.V.;ROTTERDAM;29,727
STERKEN;LANDGRAAF;1,752
STERKEN;VALKENSWAARD;6,483
STERN TELECOM B.V.;HOOFDDORP;9,354
STERREBOS B.V.;BEUNINGEN OV;22,575
STERREN;MILLINGEN AAN DE RIJN;10,791
STEVE SWEET MUSIC B.V.;BERGSCHENHOEK;1,368
STEVENS;EIJSDEN;31,365
STEVENS VAN ABBE;AMSTELVEEN;969
STEVIGE GASTEN B.V.;AMSTERDAM;13,797
STEW & SKIRTS B.V.;AMSTERDAM;5,541
STG THEATERS DILIGENTIA EN PEPIJN;S-GRAVENHAGE;38,166
STG TOUROPERATING B.V.;VALKENBURG LB;7,614
STICHT. TOT INSTANDHOUDING V/D DIER-GAARDE VAN HET KONINKLIJK ZOOLOGISCHGENOOTSCHAP NATURA ARTIS MAGISTRA;AMSTERDAM;363,834
"STICHTING ""APENHEUL""";APELDOORN;446,247
"STICHTING ""DE DROMMEDARIS""";ENKHUIZEN;15,111
"STICHTING ""DE LAWEI""";DRACHTEN;103,128
"STICHTING ""DE NACHTEGAAL""";ACHTMAAL;2,211
"STICHTING ""DE NOORDPUNT""";UTRECHT;1,884
"STICHTING ""DE ONTMOETING""";ERMELO;21,249
"STICHTING ""DE PIETERSBERG""";OOSTERBEEK;27,219
"STICHTING ""DE POORT"" CENTRUM VOOR SPIRITUALITEIT";GRONINGEN;2,367
"STICHTING ""DEN HEUVEL""";ALPHEN NB;4,956
"STICHTING ""DORPSHUIS"" NIEUWE PEKELA";NIEUWE PEKELA;3,987
"STICHTING ""HEKSENWAAG""";OUDEWATER;3,858
"STICHTING ""HET NATIONALE PARK DE HOGE VELUWE""";HOENDERLOO;160,266
"STICHTING ""HET SPOOKBOS""";EEMNES;15,909
"STICHTING ""INTERNATIONAAL JURIDISCH INSTITUUT""";S-GRAVENHAGE;10,242
"STICHTING ""MUNTTHEATER""";WEERT;26,835
"STICHTING ""MUNTTHEATER""";WEERT;615
"STICHTING ""NEDERLANDS BAKKERIJMUSEUM ' HET WARME LAND' """;HATTEM;48,567
"STICHTING ""ONTMOETINGSCENTRUM PESSE"" E.O.";PESSE;2,373
"STICHTING ""PAASHEUVELGROEP""";VIERHOUTEN;170,565
"STICHTING ""WAARHEID, EENVOUD EN LIEFDE""";EPE;1,950
STICHTING A SEAL CENTRUM VOOR ZEEZOOGDIERENZORG;STELLENDAM;30,954
STICHTING A.M.V.J. SPORTCENTRUM;AMSTELVEEN;3,147
STICHTING A.M.V.J. SPORTCENTRUM;AMSTELVEEN;4,320
STICHTING A.S.W.H.;HENDRIK-IDO-AMBACHT;2,595
STICHTING AAN DE SLINGER;HOUTEN;18,234
STICHTING ABC HAARLEM ARCHITECTUUR EN BOUWHISTORIE;HAARLEM;3,747
STICHTING ACBN EVENEMENTENBUREAU REGIO NIJMEGEN;NIJMEGEN;32,346
STICHTING AGALAB;AMSTERDAM;3,573
STICHTING AGOGO;AMSTERDAM;9,744
STICHTING AKKOMODATIE BUURSE;HAAKSBERGEN;1,098
STICHTING AKOESTICUM;EDE GLD;70,929
STICHTING AKTIVITEITENWERK HIJKEN EN OMSTREKEN;HIJKEN;2,823
STICHTING AKVO;AMSTERDAM;49,848
STICHTING ALAE;LEENS;13,371
STICHTING ALDFAERS ERF;ALLINGAWIER;5,061
STICHTING ALLEGOEDS;LUNTEREN;65,994
STICHTING ALLEGOEDS;LUNTEREN;27,099
STICHTING ALLIANCE FRANCAISE ROTTERDAM;ROTTERDAM;3,579
STICHTING AMELANDER MUSEA;NES AMELAND;58,956
STICHTING AMIGO;DRACHTEN;28,053
STICHTING AMSTERDAM DANCE EVENT;AMSTERDAM;82,110
STICHTING AMSTERDAM LIGHT FESTIVAL;AMSTERDAM;40,599
STICHTING AMSTERDAM MIDWEST;AMSTERDAM;12,942
STICHTING AMSTERDAM&PARTNERS;AMSTERDAM;273,201
STICHTING AMSTERDAMS FILMHUIS;AMSTERDAM;33,747
STICHTING ANTON PIECK MUSEUM;HATTEM;3,588
STICHTING ARCADES;BREDA;4,842
STICHTING ARCHITECTUUR LOKAAL;AMSTERDAM;23,265
STICHTING ARMINIUS;ROTTERDAM;8,784
STICHTING ARTHARPE;ADORP;717
STICHTING BAKKERIJ MUSEUM DE OUDE BAKKERIJ;MEDEMBLIK;12,798
STICHTING BALLETSCHOOL LA DANSE;T ZANDT GN;1,896
STICHTING BAROKCONCERTEN NEDERLAND;ELBURG;5,451
STICHTING BEDTIMESTORIES;S-GRAVENHAGE;3,228
STICHTING BEELDENDE KUNST AMSTERDAM;AMSTERDAM;26,631
STICHTING BEHEER KANTINE VV ZUIDHORN;ZUIDHORN;2,850
STICHTING BEHEER MULTIFUNCTIONEEL CENTRUM NIEUW DEN HELDER;DEN HELDER;6,219
"STICHTING BEHEER SOCIAAL-CULTUREEL CENTRUM ""'T KLOOSTER""";BAVEL;2,463
STICHTING BEHEER SPORTHAL DEDEMSVAART;DEDEMSVAART;2,436
