BEDRIJFSNAAM;VESTIGINGSPLAATS;VERSTREKT VOORSCHOT
STICHTING SPORT & CULTUUR NIEUW HEETEN;NIEUW HEETEN;5,070
STICHTING SPORT EN CULTUREEL CENTRUM UDDEL;UDDEL;6,057
STICHTING SPORT EN CULTUUR 'T GOY 1975;T GOY;1,452
STICHTING SPORT EN GEMEENSCHAPSCENTRUM 'T TREFPUNT WEERSELO;WEERSELO;10,017
STICHTING SPORT ONDIEP;UTRECHT;3,102
STICHTING SPORTACCOMMODATIES ZUTPHEN;ZUTPHEN;59,979
STICHTING SPORTACCOMODATIE HKV/ONS EIBERNEST;S-GRAVENHAGE;3,213
STICHTING SPORTBEDRIJF SMALLINGERLAND;DRACHTEN;87,891
STICHTING SPORTBEDRIJF WAADHOEKE;ST.-ANNAPAROCHIE;11,595
STICHTING SPORTBEDRIJF WAADHOEKE;ST.-ANNAPAROCHIE;6,285
STICHTING SPORTCENTRUM CADZAND;CADZAND;7,725
STICHTING SPORTCENTRUM EEKEBUREN;OLDEKERK;11,166
STICHTING SPORTCOMPLEX GROENENDAAL;DEN HAAG;17,622
"STICHTING SPORT-EN JEUGDCENTRUM "" DE DRAAIKOLK """;DEN HELDER;1,488
STICHTING SPORTEVENEMENTEN LE CHAMPION';ALKMAAR;96,138
"STICHTING SPORTHAL ""DE HOKHORST""";RENSWOUDE;8,682
"STICHTING SPORTHAL ""DE HOKHORST""";RENSWOUDE;1,011
STICHTING SPORTHAL DE VESTE;BORNE;5,685
STICHTING SPORTHAL GAASPERDAM;AMSTERDAM;4,815
STICHTING SPORTHAL GEESTEREN;GEESTEREN OV;1,077
STICHTING SPORTHAL HEETEN;HEETEN;3,273
STICHTING SPORTHAL HELDEN;PANNINGEN;5,127
STICHTING SPORTHAL W.R.Z.V.;ZWOLLE;11,574
STICHTING SPORTHAL ZWOLLE ZUID;ZWOLLE;5,136
STICHTING SPORTKOMPAS;BRUMMEN;28,215
STICHTING SPORTPARK DE EENDRACHT;AMSTERDAM;11,364
STICHTING SPORTPARK STRIJPHORST (DEDRIEESSEN);HONSELERSDIJK;4,452
STICHTING SPORTSERVICE BRABANT;EINDHOVEN;10,737
STICHTING SPORTSERVICE NOORD-BRABANT;EINDHOVEN;221,985
STICHTING SPORTSERVICE STEENWIJKERLAND;STEENWIJK;29,901
STICHTING SPORTVOORZIENING WIJSTER;WIJSTER;8,511
STICHTING SPORTWERKGEVER FRYSLAN PLUS;HEERENVEEN;19,608
STICHTING SPORTZAAL C.A. LINNE;LINNE;7,050
STICHTING SPURD;PURMEREND;173,949
STICHTING STAC REINTEGRATIE NEDERLAND;ROTTERDAM;4,125
STICHTING STAD & CULTUUR;ZWOLLE;85,026
STICHTING STADSGEHOORZAAL KAMPEN;KAMPEN;5,319
STICHTING STADSGEHOORZAAL KAMPEN;KAMPEN;43,014
STICHTING STADSKANAAL RAIL;STADSKANAAL;4,986
STICHTING STADSMUSEUM DOETINCHEM;DOETINCHEM;1,632
STICHTING STADSMUSEUM HARDERWIJK;HARDERWIJK;26,904
STICHTING STADSPARKEERPLAN LEIDEN;LEIDEN;52,314
STICHTING STADSPODIA EN JONGEREN CULTUURCENTRUM VLAARDINGEN;VLAARDINGEN;30,597
STICHTING STADSSCHOUWBURG EN PHILHARMONIE HAARLEM;HAARLEM;181,491
STICHTING STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING;NIJMEGEN;59,238
STICHTING STADSSCHOUWBURG VELSEN;IJMUIDEN;67,017
STICHTING STADSTHEATER DE BOND;OLDENZAAL;8,787
STICHTING STAN;NIJMEGEN;53,448
STICHTING STAYOKAY;AMSTERDAM;1,088,469
STICHTING STAYOKAY;AMSTERDAM;212,208
STICHTING STELLINGWARVER SCHRIEVERSRONTE;OLDEBERKOOP;12,417
STICHTING STERKER SAMEN;AMSTERDAM;11,157
STICHTING STEVENSKERK NIJMEGEN;NIJMEGEN;13,992
STICHTING STIMULANCE;ROTTERDAM;28,431
STICHTING STIWA EXPLOITATIE EN BEHEER;SASSENHEIM;41,466
STICHTING STOOMGEMAAL EN BEZOEKERSCENTRUM ARKEMHEEN;NIJKERK GLD;5,229
STICHTING STOOMTREIN GOES-BORSELE;GOES;8,058
STICHTING STOP;DODEWAARD;4,410
STICHTING STORM;UTRECHT;8,466
STICHTING STRAATJOURNAAL;HAARLEM;4,098
STICHTING STREEKMUSEUM DE OUDE WOLDEN;BELLINGWOLDE;729
STICHTING STREETPRO;AMSTERDAM;35,700
STICHTING STROUD;PUTTEN;6,033
STICHTING STUFFED PUPPET THEATRE;AMSTELVEEN;9,279
STICHTING STUNT;DELFT;24,300
STICHTING SUSTAINABLE CAMPUS FOUNDATION 4 STUDENTS;ROTTERDAM;2,295
STICHTING SWITCH CARE;AMSTERDAM;6,249
STICHTING SYMPANY;UTRECHT;138,633
STICHTING SYNERGOS;EINDHOVEN;508,548
STICHTING 'T DORPSHUIS;ULICOTEN;3,660
STICHTING 'T HAOLER HOES;HOOGHALEN;3,759
STICHTING 'T MOZAIEK, SOCIAAL, CULTUREEL EN EDUCATIEF CENTRUM WIJCHEN;WIJCHEN;20,394
STICHTING TAALSCHOOL VELUWE;NIJKERK GLD;16,704
STICHTING TABORKERK;PURMEREND;516
STICHTING TAFEL VAN VIJF;AMSTERDAM;3,213
STICHTING TANTE LENIE;GROESBEEK;6,753
STICHTING TASK FORCE HEALTH CARE;S-GRAVENHAGE;59,877
STICHTING TEAMALERT;UTRECHT;62,916
STICHTING TEGEARRE OP FAKANSJE;GROU;18,798
STICHTING TEGENTIJD;EINDHOVEN;5,886
"STICHTING TEKEN- EN SCHILDERCLUB ""JACOBSWOUDE""";OUDE WETERING;1,209
STICHTING TEN VORSEL;AMERSFOORT;15,147
STICHTING TENDENS VAKANTIES;ARNHEM;21,042
STICHTING TENDERHANDS CARE;ALMERE;10,614
STICHTING TENNISFACILITEITEN ROSMALEN;ROSMALEN;2,604
STICHTING TENNISPARK DE DELFTSE HOUT;DELFT;21,450
STICHTING TENTOO PERSONEEL;AMSTERDAM;53,625
STICHTING TER BEVORDERING VAN DE FRANSE VAKBEURZEN (FONDATION POUR LA PROMOTION DES SALONS SPECIALISES FRANC;HALFWEG;58,404
STICHTING TER BEVORDERING VAN DE KWALITEIT VAN DE FINANCIëLE DIENSTVERLENING;S-GRAVENHAGE;6,306
STICHTING TER BEVORDERING VAN DE PODIUMKUNST IN NEDERLAND;AMSTERDAM;1,605
STICHTING TER EXPLOITATIE VAN WIJKCENTRUM ZORGVLIED TILBURG;TILBURG;3,174
STICHTING TER VERBREIDING DER WAARHEID;MONNICKENDAM;13,836
STICHTING TERRA MARIS;OOSTKAPELLE;15,861
STICHTING TEXELS MUSEUM;DE KOOG;310,230
STICHTING THE CLASS OF 2020;AMSTERDAM;33,465
STICHTING THE HAGUE HUMANITY HUB;S-GRAVENHAGE;20,232
STICHTING THE HAGUE INTERNATIONAL MODEL UNITED NATIONS;S-GRAVENHAGE;13,353
STICHTING THE MISSION TO SEAFARERS;RITTHEM;13,257
STICHTING THE OCEAN CLEANUP;ROTTERDAM;34,209
STICHTING THEATER & BIOSCOOP DE NIEUWE KOLK;ASSEN;111,111
STICHTING THEATER & CONGRESCENTRUM DE MOLENBERG;DELFZIJL;28,542
STICHTING THEATER AAN DE HOBBEMASTRAAT;S-GRAVENHAGE;33,714
STICHTING THEATER AAN DE SCHIE;SCHIEDAM;67,107
STICHTING THEATER DE BUSSEL;OOSTERHOUT NB;28,650
STICHTING THEATER DE GARAGE;VENLO;1,890
STICHTING THEATER DE HUISKAMER;WEERT;6,987
STICHTING THEATER DE LAMPEGIET;VEENENDAAL;34,611
STICHTING THEATER DE LEEST;WAALWIJK;33,036
STICHTING THEATER DE LIEVE VROUW;AMERSFOORT;32,172
STICHTING THEATER DE SCHALM;VELDHOVEN;22,662
STICHTING THEATER DE VEST EN GROTE SINT LAURENSKERK;ALKMAAR;88,140
STICHTING THEATER DELFT;DELFT;63,606
STICHTING THEATER EN CONGRESCENTRUM HANZEHOF;ZUTPHEN;67,449
STICHTING THEATER EN CONGRESCENTRUM HANZEHOF;ZUTPHEN;9,006
STICHTING THEATER EN EDUCATIE GRONINGEN (DE STEEG);GRONINGEN;10,029
"STICHTING THEATER EXPLOITATIE ""HET POSTKANTOOR""STEDE BROEC";BOVENKARSPEL;8,511
STICHTING THEATER GROEP KWATTA;NIJMEGEN;27,126
STICHTING THEATER HET KRUISPUNT;BARENDRECHT;28,236
STICHTING THEATER INITIATIEVE BACK UP;AMSTERDAM;4,251
STICHTING THEATER KONINGSHOF;MAASSLUIS;25,248
STICHTING THEATER LANDGRAAF;LANDGRAAF;5,577
STICHTING THEATER LUDENS;VOORBURG;5,751
STICHTING THEATER OP KATENDRECHT;ROTTERDAM;11,835
STICHTING THEATER 'T KAPELLETJE;ROTTERDAM;2,268
STICHTING THEATER ZOETERMEER;ZOETERMEER;81,708
STICHTING THEATERALLIANTIE;AMSTERDAM;14,439
STICHTING THEATERCAFE DE LIEVE VROUW;AMERSFOORT;10,584
STICHTING THEATERGROEP PLAYBACK;UTRECHT;18,774
STICHTING THEATERS TILBURG;TILBURG;232,944
STICHTING THEATERSCHIP;DEVENTER;7,998
STICHTING THEDINGHSWEERT;KERK AVEZAATH TIEL;152,661
STICHTING TINH;HELVOIRT;10,548
STICHTING TIVOLIVREDENBURG;UTRECHT;786,066
STICHTING TOERISTISCH INFORMATIEPUNT HARLINGEN E.O.;HARLINGEN;5,565
STICHTING TONEELSCHUUR PRODUKTIES;HAARLEM;11,142
STICHTING TOOLS TO WORK;TETERINGEN;22,992
STICHTING TOON HERMANS HUIS ROERMOND;ROERMOND;4,263
STICHTING TOON HERMANSHUIS MAASTRICHT;MAASTRICHT;4,383
STICHTING TOPHOCKEY & BUSINESS CLUB ORANJE-ROOD;EINDHOVEN;38,025
STICHTING TOPHOCKEY 'S-HERTOGENBOSCH;S-HERTOGENBOSCH;29,220
STICHTING TOPIJSHOCKEY TILBURG;TILBURG;20,274
STICHTING TOPSPORT ALPHENSE BOYS;ALPHEN AAN DEN RIJN;14,307
"STICHTING TOPVOETBAL ""TER LEEDE""";SASSENHEIM;3,099
STICHTING TOPVOETBAL G.V.V.V.;VEENENDAAL;2,550
STICHTING TOPVOETBAL UNA;EINDHOVEN;45,339
STICHTING TOPVOLLEYBAL GRONINGEN;GRONINGEN;8,046
STICHTING TOT BEHEER EN EXPLOITATIE VAN SPORT- EN RECREATIEBADEN ALSMEDE ANDERE SPORTCENTRA ID GEMEENTE CAST;CASTRICUM;28,701
STICHTING TOT BEHEER EN INSTAND- HOUDING VAN HET OERTIJDMUSEUM;BOXTEL;50,319
STICHTING TOT BEHEER VAN HET MUSEUM VAN HET BOEK/MUSEUM MEERMANNO-WESTREENIANUM;S-GRAVENHAGE;85,719
STICHTING TOT EXPLOITATIE VAN HET JUPHUIS;HEERLEN;2,844
STICHTING TOT EXPLOITATIE VAN HET ZWEM-EN RECREATIEBAD COLDENHOVE;EERBEEK;3,498
STICHTING TOT HET EXPLOITEREN VAN EEN DORPSHUIS TE BURUM;BURUM;1,542
STICHTING TOT INSTANDHOUDING VAN EEN JACHTSPORTSCHIETBAAN TE DELFZIJL;MEEDHUIZEN;2,055
STICHTING TRAXX;GRONINGEN;9,990
STICHTING TREFPUNT HEILOO;HEILOO;19,287
STICHTING TRIAS,CENTRUM VOOR DE KUNSTEN;RIJSWIJK ZH;20,457
STICHTING TRIPODIA;KATWIJK ZH;3,366
STICHTING TRUDO WEEKENDSCHOOL;EINDHOVEN;13,209
STICHTING TUIN VAN KAPITEIN ROMMEL;CASTRICUM;3,750
STICHTING TULIP TENNIS CENTER;HILVERSUM;37,098
STICHTING TWESSERS;EMMEN;22,920
STICHTING TYMPAAN INSTITUUT;LEIDEN;34,140
STICHTING UCDEAN;S-GRAVENHAGE;4,722
STICHTING UFUK;AMSTERDAM;9,318
STICHTING UITDEZAANSTREEK;WORMERVEER;9,765
STICHTING UITVOEREND BEHEER;BABBERICH;3,897
STICHTING UITWISSELING EN STUDIEREIZEN VOOR HET PLATTELAND;ALKMAAR;14,577
STICHTING UNIE VAN VRIJWILLIGERS AFDELING NIJKERK;NIJKERK GLD;2,706
STICHTING URBAN MYTH;AMSTERDAM;5,397
STICHTING UTRECHT MARKETING;UTRECHT;72,549
STICHTING V.V.DONGEN SPORTPROMOTION;DONGEN;3,744
STICHTING VACANSOLEIL TRAINING CENTRE;EINDHOVEN;33,789
STICHTING VAKANTIEVREUGD;BEILEN;16,800
STICHTING VAKBEKWAAMHEID HORECA 2.0 (S.V.H.);ZOETERMEER;110,361
STICHTING VAKCENTRUM FOOD CONSULT BEDRIJFSADVIES;WOERDEN;15,255
STICHTING VALK;LEIDEN;20,865
STICHTING VALKENBURG EVENTS;VALKENBURG LB;18,408
STICHTING VAN GOGH MUSEUM VOORHEEN RIJKSMUSEUM VINCENT VAN GOGH / RIJKSMUSEUM H.W. MESDAG;AMSTERDAM;745,365
STICHTING VAN HIER NAAR DAAR;NIJMEGEN;6,930
STICHTING VAN KLOOSTER TOT EMMAUS;BREDA;10,110
STICHTING VAN LOON;AMSTERDAM;43,224
STICHTING VANHARTE;AMSTERDAM;98,634
STICHTING VARENDE RECREATIE;HARDERWIJK;86,016
STICHTING VARENSCENTRUM KANAALZONE ZEEUWS-VLAANDEREN;TERNEUZEN;14,193
STICHTING VASTE LASTEN PAKKET;UTRECHT;3,982
STICHTING VASTGOED 'HOEFLO' HARFSEN;HARFSEN;7,422
STICHTING VEENOMENAAL VEENPARK;BARGER-COMPASCUUM;12,216
STICHTING VEILIG TRANSPORT VEE;DONGEN;9,942
STICHTING VEKO;AMSTERDAM;4,725
STICHTING VELDSPORT- ACCOMODATIE'S NIJMEGEN;NIJMEGEN;3,750
STICHTING VELDSTUDIE HEI- EN BOEICOP;HEI- EN BOEICOP;9,678
STICHTING VENLOOP;VENLO;30,873
STICHTING VERENIGDE WIJK CENTRA;BERGEN OP ZOOM;15,756
STICHTING VERENIGINGSGEBOUW DE WURF;LUTJEBROEK;6,792
STICHTING VERENIGINGSGEBOUW GENDEREN;GENDEREN;672
STICHTING VERENIGINGSGEBOUW GENEMUIDEN;GENEMUIDEN;4,302
STICHTING VERENIGINGSGEBOUW MASTENBROEK;MASTENBROEK;1,122
STICHTING VERENIGINGSGEBOUW ST. JOSEPH;MONTFOORT;29,235
STICHTING VERENIGINGSGEBOUW 'T CENTRUM;DIRKSHORN;768
STICHTING VERHALENHUIS BELVEDERE;ROTTERDAM;19,923
STICHTING VERITAS BEHEER;UTRECHT;8,775
STICHTING VERKADEFABRIEK;S-HERTOGENBOSCH;164,022
STICHTING VERMEER CENTRUM DELFT;DELFT;15,924
STICHTING VERMOGENSBEHEER VOETBALVERENIGING DONGEN;DONGEN;2,820
STICHTING VERZETSMUSEUM AMSTERDAM;AMSTERDAM;43,698
STICHTING VESTING BOURTANGE;BOURTANGE;26,967
STICHTING VHTO;AMSTERDAM;47,988
STICHTING VIADUKT;GRONINGEN;4,287
STICHTING VICKI BROWN;S-HERTOGENBOSCH;4,821
STICHTING VIDO;NIJMEGEN;6,357
STICHTING VIER HET LEVEN;HUIZEN;72,990
STICHTING VISIE R;LISSE;18,789
STICHTING VISLOS- EN SORTEER- REGELING VLISSINGEN;ARNEMUIDEN;23,640
STICHTING VLAAMS CULTUURHUIS DE BRAKKE GROND;AMSTERDAM;23,514
STICHTING VLUCHTELINGENWERK OOST-NEDERLAND;ARNHEM;261,879
STICHTING VOETBAL SPAKENBURG;BUNSCHOTEN-SPAKENBURG;19,053
STICHTING VOETBALCOMPLEX OJC DE GROOTE WIELEN;ROSMALEN;3,927
STICHTING VOGELPARK AVIFAUNA;ALPHEN AAN DEN RIJN;158,010
STICHTING VOGELVRIJ ZOMERFESTIVAL;MIJDRECHT;13,224
STICHTING VOLKSBUURTMUSEUM WIJK C.;UTRECHT;3,090
STICHTING VOLKSHUIS DEVENTER;DEVENTER;2,979
STICHTING VOLKSSTERRENWACHT MERCURIUS;PAPENDRECHT;3,015
STICHTING VOLKSUNIVERSITEIT BAARN;BAARN;1,806
STICHTING VOLKSUNIVERSITEIT DEN HAAG;S-GRAVENHAGE;24,108
STICHTING VOLKSUNIVERSITEIT GELDROP;GELDROP;5,382
STICHTING VOLKSUNIVERSITEIT HET GOOI;LAREN NH;3,300
STICHTING VOLKSUNIVERSITEIT VENLO E.O.;VENLO;14,427
STICHTING VOLLE EVANGELIE GEMEENTE SION;EEDE ZLD;3,021
STICHTING VOOR INCLUSIE EN DISCRIMINATIEBESTRIJDING;S-GRAVENHAGE;12,300
STICHTING VOOR NATUURLIJK LEIDERSCHAP;WEERT;5,553
STICHTING VOOR SOCIAAL CULTUREEL WERK DE RUCHTE;SOMEREN;35,907
STICHTING VOOR SOCIAAL CULTUREEL WERK IN SOMEREN-HEIDE;SOMEREN;1,539
STICHTING VOOR SOCIAAL KULTUREEL WERK ST. WILLEBRORD;ST. WILLEBRORD;3,456
STICHTING VOOR TALENT ONTWIKKELING;S-GRAVENHAGE;5,919
"STICHTING VOOR VELDSTUDIE EN MILIEU-EDUCATIE ""DE POELBOERDERIJ""";WORMER;4,107
STICHTING VOOR VOET- EN HOUDING BEROEPEN;UTRECHT;10,662
"STICHTING VOOR VORMING, SCHOLING EN TRAINING ""DE OLDE VECHTE";OMMEN;5,322
STICHTING VOORLINDEN;WASSENAAR;181,290
STICHTING VRIENDEN VAN DE KINDERBOERDERIJ;ZUTPHEN;4,923
STICHTING VRIENDEN VAN DE KOPEREN KNOP;HARDINXVELD-GIESSENDAM;2,889
STICHTING VRIENDEN VAN DE OLDEMATEN;ROUVEEN;6,945
STICHTING VRIENDEN VAN DE ROEF;DE MEERN;6,792
STICHTING VRIENDEN VAN DE WERKPLAATS;GRONINGEN;4,785
STICHTING VRIENDEN VAN HET JONGERIUS COMPLEX;ZEIST;42,732
STICHTING VRIENDEN VAN LOESJE;ARNHEM;16,869
"STICHTING VRIJE TIJD EN VORMING MIDDEN-HOLLAND ""DE KLUP""";GOUDA;25,659
STICHTING VRIJETIJDSCENTRUM DE RIDDERHOF;KOUDEKERK AAN DEN RIJN;16,245
STICHTING VRIJETIJDSCENTRUM WAMEL;WAMEL;5,682
STICHTING VROUWEN ONDERZOEKS- EN COMMUNICATIECENTRUM NEWA;NEDERWEERT;21,096
STICHTING VROUWENVOETBAL EXCELSIOR ROTTERDAM;ROTTERDAM;3,156
STICHTING VVV NOORDOOST-BRABANT;LIEMPDE;60,966
STICHTING VVV UITPUNT;DEURNE;6,696
STICHTING WAALHALLA;NIJMEGEN;43,494
STICHTING WALBURGISKERK ZUTPHEN;ZUTPHEN;6,774
STICHTING WARMOES, HISTORISCHE TUINDERIJ LENT;LENT;7,239
STICHTING WASVENBOERDERIJ;EINDHOVEN;33,999
STICHTING WATEROPLEIDINGEN;NIEUWEGEIN;45,174
STICHTING WATERPOLO TOPSPORTBAD ZEIST;NIEUWEGEIN;25,317
STICHTING WATERSPORT GEHANDICAPTEN NEDERLAND;ENKHUIZEN;71,019
STICHTING WATOTO CHILD CARE MINISTRIES NEDERLAND;S-GRAVENHAGE;3,900
STICHTING WEBSTER LEIDEN CAMPUS;LEIDEN;76,368
STICHTING WEERDINGER DORPSHUIS;EMMEN;2,532
STICHTING WELTHUUS;ZWOLLE;10,371
STICHTING WELZIJN OUDEREN S.W.O.;SPIJKENISSE;21,714
STICHTING WELZIJNSWERK EMMERMEER;EMMEN;6,630
STICHTING WERELDERFGOED KINDERDIJK;KINDERDIJK;212,523
STICHTING WERELDKINDEREN;S-GRAVENHAGE;23,511
STICHTING WERELDOUDERS;HILVERSUM;30,429
STICHTING WERELDWINKEL GOUDA;GOUDA;942
STICHTING WERELDWINKEL GRONINGEN CENTRUM;GRONINGEN;1,161
STICHTING WERELDWINKEL LEEUWARDEN;LEEUWARDEN;1,773
STICHTING WERELDWINKEL ROTTERDAM- CENTRUM;ROTTERDAM;489
STICHTING WERK AAN DE LINIE;BUNNIK;59,820
STICHTING WERKCARROUSEL;S-HERTOGENBOSCH;7,923
STICHTING WERKCORPORATIE KERKRADE;KERKRADE;45,411
STICHTING WERKERVARINGBEDRIJF ALKMAAR;ALKMAAR;13,167
STICHTING WERKGELEGENHEIDS- INITIATIEVEN NOORD-OOST TWENTE 652;OLDENZAAL;89,703
STICHTING WERKVISIE DE HOOP;DORDRECHT;50,925
STICHTING WESTLANDSE GYMNASTIEK VERENIGINGEN;NAALDWIJK;1,704
STICHTING WESTLANDTHEATER DE NAALD;NAALDWIJK;79,992
STICHTING WIELERTALENT IN ONTWIKKELING (WIO);ALKMAAR;13,359
STICHTING WIELEWAAL;HILVERSUM;48,450
STICHTING WIGWAM;VALKENBURG LB;16,194
"STICHTING WIJKCENTRUM ""DE KERN""";HOOGEZAND;3,636
STICHTING WIJKCENTRUM AA-LANDEN;ZWOLLE;10,545
STICHTING WIJKCENTRUM ANGELSLO;EMMEN;6,693
STICHTING WIJKCENTRUM OVERDIE;ALKMAAR;17,784
STICHTING WIJKCENTRUM RECHTEREN/ HAVELTERMADE/OUDE VAART .;MEPPEL;5,883
STICHTING WIJKCENTRUM ZUID-OOST BEEMSTER;ZUIDOOSTBEEMSTER;7,569
STICHTING WIJKCOMMISSIE NOORDERKWARTIER;ALMELO;2,196
STICHTING WIJKGEBOUW GESTEL;EINDHOVEN;2,022
STICHTING WIJKONTMOETINGSCENTRUM (WOC)'T SCHOPKE;VENRAY;3,366
STICHTING WIJKONTMOETINGSCENTRUM BUITENVELDERT;AMSTERDAM;12,756
STICHTING WIJKVOORZIENING 'T DOESGOOR;GOOR;5,601
STICHTING WIJKWERK;NIJMEGEN;64,302
STICHTING WILLEM TWEE MUZIEK & BEELDENDE KUNST;S-HERTOGENBOSCH;47,457
STICHTING WIND MOLEN COMPAGNIE;ZAANDAM;34,320
STICHTING WOERDEN MARKETING;WOERDEN;6,453
STICHTING WOLKEN THEATER;AMSTERDAM;5,136
STICHTING WORLD LEADING SCHOOL ASSOCIATION;AMSTELVEEN;7,566
STICHTING WORLD SEED EXPERIENCE;ENKHUIZEN;5,217
STICHTING WORLD SERVANTS NEDERLAND;WOLVEGA;64,536
STICHTING WOS;S-GRAVENZANDE;20,616
STICHTING WOUDRUST ACTIVITEITENCEN- TRUM VOOR OUDEREN;OOSTWOUD;2,364
STICHTING WOW AMSTERDAM;AMSTERDAM;172,089
STICHTING Y CAMPS;DEN DOLDER;13,770
"STICHTING ZAANS FILMTHEATER ""DE FABRIEK""";ZAANDAM;4,725
STICHTING ZAANS MUSEUM;ZAANDAM;92,409
STICHTING ZALENCENTRA WESTLAND;S-GRAVENZANDE;23,442
STICHTING ZALENCENTRUM DE BRUG;REEUWIJK;36,918
STICHTING ZALENCENTRUM PRINSENHOF;BEST;32,739
STICHTING ZEEHONDENCENTRUM PIETERBUREN;PIETERBUREN;97,575
STICHTING ZEEMANSWELVAREN AMSTERDAM;AMSTERDAM;28,713
STICHTING ZEESLEEPBOOT HOLLAND;HARLINGEN;13,410
STICHTING ZEEUWSE VOLKSUNIVERSITEIT;MIDDELBURG;5,949
STICHTING ZEILSCHIP EENDRACHT;ROTTERDAM;8,544
STICHTING ZEILSCHIP EENDRACHT;ROTTERDAM;8,283
STICHTING ZERODOTZERO;S-GRAVENHAGE;1,233
STICHTING ZEVENHEUVELENLOOP;NIJMEGEN;56,349
STICHTING ZGM ZORGGROEP MAASLAND;ROTTERDAM;34,542
STICHTING ZIMIHC;UTRECHT;32,529
STICHTING ZIN;NAARDEN;19,725
STICHTING ZONDERWIJKBELANGEN;VELDHOVEN;5,784
STICHTING ZONE 3;AMSTERDAM;157,416
STICHTING ZO-NWS;SCHINVELD;19,446
STICHTING ZORGBEST;UITGEEST;12,567
STICHTING ZORGBOERDERIJ KLEIN ESSEN;KOOTWIJKERBROEK;4,860
STICHTING ZORGCENTRUM ORANJEHOF;ELSPEET;25,392
STICHTING ZORGENVRIJ;S-GRAVENHAGE;10,533
STICHTING ZWANENBURG-HALFWEG;ZWANENBURG;15,910
STICHTING ZWEM- EN RECREATIEBAD DE KULK;VLAARDINGEN;20,877
STICHTING ZWEM- EN RECREATIEBAD DE KULK;VLAARDINGEN;8,433
STICHTING ZWEMBAD DE IJZEREN MAN;WEERT;47,799
STICHTING ZWEMBAD OP WIERINGEN;HIPPOLYTUSHOEF;6,648
STICHTING ZWEMBADEN ZAANSTAD;ZAANDAM;111,072
STICHTING ZWOLSE THEATERS;ZWOLLE;114,399
STICHTSCHE CRICKET- EN HOCKEYCLUB (S.C.H.C.);BILTHOVEN;8,886
STIEL SCHAGEN B.V.;SCHAGEN;13,638
STIELS B.V.;VELDHOVEN;11,772
STIENEN TAKEL- EN BERGINGSBEDRIJF B.V.;SOMEREN;7,917
STIENSTRA;ST.-ANNAPAROCHIE;4,707
STIEREN EN BIEREN B.V.;ARNHEM;84,924
STIEVA METAALBEWERKING B.V.;AALSMEER;48,717
STIEVA METAALBEWERKING HARMELEN B.V.;HARMELEN;30,669
STIEVA METALEN PUIEN B.V.;AALSMEER;43,212
STIFANELLI;S-GRAVENHAGE;4,071
STIGROS B.V.;EINDHOVEN;22,212
STIJLGENOTEN MARKETING B.V.;DEN HAM OV;4,761
STIJLGENOTEN RECLAMEBUREAU B.V.;DEN HAM OV;60,435
STILL HAARSTUDIO V.O.F.;TILBURG;1,056
STILLE EVENTS B.V.;MEPPEL;7,122
STILLE KRACHT HORECA;LEDEACKER;8,661
STIMIO-DE MEERPAAL, COMMUNICATIE SUPPORT;TIEL;3,963
STIMULANS B.V.;DE MEERN;20,724
STINENBOSCH;MELISKERKE;501
STINGRAY EUROPE B.V.;HILVERSUM;46,659
STINS;VENHUIZEN;2,871
STINS FLOWERMARKET B.V.;HEILOO;10,701
STINT MULTI-SERVICES B.V.;MADE;39,540
STINT PROJECT SUPPORT B.V.;MADE;26,883
STIP REIZEN B.V.;LIJNDEN;82,758
STIPHOUT;S-HERTOGENBOSCH;42,132
STIPT TECHNIEK B.V.;WATERINGEN;90,606
STIR ARCHITECTURE B.V.;AMSTERDAM;32,349
STL HENSEN;KERKRADE;2,451
STN TELEFACT B.V.;WOERDEN;12,594
STOBART AUTOMOTIVE NL B.V.;BREDA;54,540
STOBBE B.V.;ROTTERDAM;23,397
STOCK B.V.;AMSTERDAM;12,843
STOCKHORN B.V.;EINDHOVEN;14,580
STOCKYARD.NL V.O.F.;WARNSVELD;12,873
STOEFZAND;HOOGEVEEN;1,956
STOEL;BOLSWARD;7,899
STOEL EXCLUSIEF B.V.;ROLDE;12,150
STOER IN DE BEEMSTER B.V.;NOORDBEEMSTER;27,666
STOETERIJ DUYSELSHOF B.V.;DUIZEL;36,465
STOEVELAAR RECYCLING B.V.;STEGEREN;52,122
STOFBERG;KRIMPEN AAN DEN IJSSEL;5,817
STOKE B.V.;AMERSFOORT;54,108
STOKER;BIDDINGHUIZEN;6,519
STOKERS TRAVEL GROUP B.V.;NAARDEN;32,835
STOKJES EN LEPEL V.O.F.;BUSSUM;4,317
STOKKEM;VLEUTEN;19,956
STOKMAN;AMSTELHOEK;12,267
STOKMAN;OVERVEEN;14,340
STOKMAN;SCHALKWIJK;8,223
STOKMAN ALKMAAR B.V.;ALKMAAR;59,601
STOKMAN B.V.;RAAMSDONKSVEER;130,635
STOKMAN DEN HELDER B.V.;DEN HELDER;16,044
STOKMAN HOORN B.V.;ZWAAG;22,014
STOKMAN-SCW-B.V.;RAAMSDONKSVEER;21,345
STOKVIS WINKELPUIEN & ROLLUIKEN B.V.;VUREN;64,779
STOLK;AMSTERDAM;5,043
STOLK;ROTTERDAM;8,454
STOLK;S-GRAVENHAGE;270
STOLK;MAASSLUIS;11,553
